,video_name,tag
0,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food07.mp4,Food
1,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food08.mp4,Food
2,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food09.mp4,Food
3,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food10.mp4,Food
4,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food11.mp4,Food
5,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food12.mp4,Food
6,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food13.mp4,Food
7,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food14.mp4,Food
8,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food15.mp4,Food
9,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food16.mp4,Food
10,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food17.mp4,Food
11,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food18.mp4,Food
12,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food19.mp4,Food
13,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food20.mp4,Food
14,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food21.mp4,Food
15,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food22.mp4,Food
16,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food23.mp4,Food
17,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Food/youtube_Food24.mp4,Food
18,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello07.mp4,Hello
19,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello08.mp4,Hello
20,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello09.mp4,Hello
21,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello10.mp4,Hello
22,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello11.mp4,Hello
23,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello12.mp4,Hello
24,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello13.mp4,Hello
25,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello14.mp4,Hello
26,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello15.mp4,Hello
27,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello16.mp4,Hello
28,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello17.mp4,Hello
29,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello18.mp4,Hello
30,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello19.mp4,Hello
31,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello20.mp4,Hello
32,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello21.mp4,Hello
33,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello22.mp4,Hello
34,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello23.mp4,Hello
35,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/Hello/youtube_Hello24.mp4,Hello
36,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/HowAreYou/youtube_HowAreYou07.mp4,HowAreYou
37,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/HowAreYou/youtube_HowAreYou08.mp4,HowAreYou
38,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/HowAreYou/youtube_HowAreYou09.mp4,HowAreYou
39,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/HowAreYou/youtube_HowAreYou10.mp4,HowAreYou
40,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/HowAreYou/youtube_HowAreYou11.mp4,HowAreYou
41,/FINALEST_YoutubeDataset10_KFOLDS/YoutubeDataset10_TRAIN_KFOLD1/HowAreYou/youtube_HowAreYou12.mp4,HowAreYou
